application_number,billed_entity_number,billed_entity_name,district,funding_year,certified_date,function,service_type,form_pdf,rfp_url
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260016271,16036922,PLATO ACADEMY CHARTER SCHOOL,,2026,2026-01-23,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260016271/16036922/20975802-USAC_FCC_FORM_470_APPLICATION_260016271_CERTIFIED.pdf,
260016271,16036922,PLATO ACADEMY CHARTER SCHOOL,,2026,2026-01-23,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260016271/16036922/20975802-USAC_FCC_FORM_470_APPLICATION_260016271_CERTIFIED.pdf,
260017310,127563,LAFAYETTE COUNTY SCHOOL DIST,Lafayette County School District,2026,2026-01-28,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260017310/127563/21010198-USAC_FCC_FORM_470_APPLICATION_260017310_CERTIFIED.pdf,
260017310,127563,LAFAYETTE COUNTY SCHOOL DIST,Lafayette County School District,2026,2026-01-28,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260017310/127563/21010198-USAC_FCC_FORM_470_APPLICATION_260017310_CERTIFIED.pdf,
260017321,17002036,The Charter School of Excellence,,2026,2026-01-28,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260017321/17002036/21015191-USAC_FCC_FORM_470_APPLICATION_260017321_CERTIFIED.pdf,
260017804,127561,BAKER COUNTY SCHOOL DISTRICT,Baker County School District,2026,2026-01-30,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260017804/127561/21171991-USAC_FCC_FORM_470_APPLICATION_260017804_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260017804/127561/21171952-Baker%20Addendum_001%20260017804.pdf
260017804,127561,BAKER COUNTY SCHOOL DISTRICT,Baker County School District,2026,2026-01-30,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260017804/127561/21171991-USAC_FCC_FORM_470_APPLICATION_260017804_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260017804/127561/21171952-Baker%20Addendum_001%20260017804.pdf
260017804,127561,BAKER COUNTY SCHOOL DISTRICT,Baker County School District,2026,2026-01-30,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260017804/127561/21171991-USAC_FCC_FORM_470_APPLICATION_260017804_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260017804/127561/21027936-Baker_CAT2_Firewall%20Final.docx
260017804,127561,BAKER COUNTY SCHOOL DISTRICT,Baker County School District,2026,2026-01-30,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260017804/127561/21171991-USAC_FCC_FORM_470_APPLICATION_260017804_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260017804/127561/21027936-Baker_CAT2_Firewall%20Final.docx
260018319,127555,UNION COUNTY SCHOOL DISTRICT,Union County School District,2026,2026-02-02,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260018319/127555/21046427-USAC_FCC_FORM_470_APPLICATION_260018319_CERTIFIED.pdf,
260018319,127555,UNION COUNTY SCHOOL DISTRICT,Union County School District,2026,2026-02-02,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260018319/127555/21046427-USAC_FCC_FORM_470_APPLICATION_260018319_CERTIFIED.pdf,
260018392,127655,ALACHUA COUNTY SCHOOL DISTRICT,Alachua County Public Schools,2026,2026-02-02,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260018392/127655/21051306-USAC_FCC_FORM_470_APPLICATION_260018392_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260018392/127655/21050749-IFB_26_31_FWaaS_Adden_No_%2001_Revised_020226.pdf
260018392,127655,ALACHUA COUNTY SCHOOL DISTRICT,Alachua County Public Schools,2026,2026-02-02,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260018392/127655/21051306-USAC_FCC_FORM_470_APPLICATION_260018392_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260018392/127655/21050749-IFB_26_31_FWaaS_Adden_No_%2001_Revised_020226.pdf
260018392,127655,ALACHUA COUNTY SCHOOL DISTRICT,Alachua County Public Schools,2026,2026-02-02,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260018392/127655/21051306-USAC_FCC_FORM_470_APPLICATION_260018392_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260018392/127655/21050749-IFB_26_31_FWaaS_Adden_No_%2001_Revised_020226.pdf
